uk,slug
наголінник «багряна вуаль»,red_veil_knee_guards
допоміжна безжалісність,secondary_merciless
основна безжалісність,primary_merciless
нагрудник «меридіан»,meridian_chest_plate
набір обладунків «меридіан»,meridian_armor_set
наплічник «меридіан»,meridian_arm_spurs
гарматник цефалонки суди,cephalon_suda_gunnery_emote
остроги «солярійці»,solaris_leg_spurs
остроги «лока»,lokan_knee_spurs
боєць «арбітрів гексису»,arbiters_combat_emote
боєць «сталевого меридіана»,steel_meridian_combat_emote
пілот «сталевого меридіана»,steel_meridian_piloting_emote
допоміжна спритність,secondary_dexterity
наплічник «лока»,lokan_arm_plates
остроги «суда»,suda_leg_spurs
витривалість «сталевого меридіана»,steel_meridian_endurance_emote
набір обладунків «перрен»,perrin_armor_set
нагрудник «остронці»,ostron_chest_guard
витривалість цефалонки суди,cephalon_suda_endurance_emote
наголінник «перрен»,perrin_leg_guards
нагрудник «гексис»,hexis_chest_plate
наплічник «суда»,suda_arm_spurs
набір обладунків «суда»,suda_armor_set
нагрудник «перрен»,perrin_chest_piece
витривалість «послідовності перрена»,perrin_endurance_emote
наплічник «гексис»,hexis_arm_plates
нагрудник «солярійці»,solaris_chest_marker
набір обладунків «єдність»,solaris_armor_set
інженер «багряної вуалі»,red_veil_engineering_emote
інженер «нової локи»,new_loka_engineering_emote
наплічник «багряна вуаль»,red_veil_arm_insignia
набір обладунків «лока»,lokan_armor_set
пілот «нової локи»,new_loka_piloting_emote
наплічник «солярійці»,solaris_arm_guards
інженер «арбітрів гексису»,arbiters_engineering_emote
набір обладунків «остронці»,ostron_armor_set
наплічник «перрен»,perrin_arm_guards
нагрудник «лока»,lokan_chest_piece
остроги «гексис»,hexis_spurs
інженер цефалонки суди,cephalon_suda_engineering_emote
набір обладунків «гексис»,hexis_armor_set
гарматник «арбітрів гексису»,arbiters_gunnery_emote
витривалість «нової локи»,new_loka_endurance_emote
витривалість «арбітрів гексису»,arbiters_endurance_emote
допоміжний постріл у голову,secondary_deadhead
гарматник «сталевого меридіана»,steel_meridian_gunnery_emote
наголінник «остронці»,ostron_leg_guards
остроги «меридіан»,meridian_leg_spurs
наплічник «остронці»,ostron_arm_guards
боєць цефалонки суди,cephalon_suda_combat_emote
пілот «багряної вуалі»,red_veil_piloting_emote
основний постріл у голову,primary_deadhead
набір обладунків «багряна вуаль»,red_veil_armor_set
основна спритність,primary_dexterity
посол: ствол,ambassador_barrel
посол (комплект),ambassador_set
посол: ствольна коробка,ambassador_receiver
посол: ложе,ambassador_stock
посол (кресленик),ambassador_blueprint
нідус-прайм (кресленик),nidus_prime_blueprint
реліквія мезо b5,meso_b5_relic
реліквія нео n17,neo_n17_relic
стран-прайм (комплект),strun_prime_set
реліквія мезо s10,meso_s10_relic
реліквія літ k7,lith_k7_relic
реліквія літ n8,lith_n8_relic
реліквія нео p3,neo_p3_relic
магнус-прайм (комплект),magnus_prime_set
праймований деформований магазин,primed_magazine_warp
реліквія аксі m2,axi_m2_relic
нідус-прайм (комплект),nidus_prime_set
стран-прайм (кресленик),strun_prime_blueprint
реліквія аксі i2,axi_i2_relic
гулянка м’ясара,butchers_revelry
магнус-прайм (кресленик),magnus_prime_blueprint
реліквія літ n7,lith_n7_relic
стран-прайм: ствольна коробка,strun_prime_receiver
реліквія мезо b6,meso_b6_relic
реліквія нео t5,neo_t5_relic
стран-прайм: ствол,strun_prime_barrel
нідус-прайм: системи (кресленик),nidus_prime_systems_blueprint
стран-прайм: ложе,strun_prime_stock
реліквія літ t7,lith_t7_relic
реліквія аксі a14,axi_a14_relic
нідус-прайм: нейроптика (кресленик),nidus_prime_neuroptics_blueprint
нідус-прайм: каркас (кресленик),nidus_prime_chassis_blueprint
магнус-прайм: ствольна коробка,magnus_prime_receiver
магнус-прайм: ствол,magnus_prime_barrel
реліквія нео n16,neo_n16_relic
гулепилка: клинок,ghoulsaw_blade_blueprint
гулепилка: руків’я,ghoulsaw_grip_blueprint
гулепилка: рушій,ghoulsaw_engine_blueprint
гулепилка (комплект),ghoulsaw_set
гулепилка: каркас,ghoulsaw_chassis_blueprint
гулепилка (кресленик),ghoulsaw_blueprint
праймований запас набоїв,primed_ammo_stock
вастилок,vastilok
вампіричний хват,vampiric_grasp
чемпіонське благословення,champions_blessing
реліквія літ l3,lith_l3_relic
стрімкий укус,swift_bite
реліквія мезо b7,meso_b7_relic
реліквія мезо p6,meso_p6_relic
реліквія нео a6,neo_a6_relic
реліквія нео h3,neo_h3_relic
реліквія літ r1,lith_r1_relic
невблаганний утрачений,the_relentless_lost
реліквія літ k8,lith_k8_relic
реліквія нео d4,neo_d4_relic
реліквія аксі d3,axi_d3_relic
реліквія аксі m3,axi_m3_relic
реліквія літ n9,lith_n9_relic
реліквія аксі p4,axi_p4_relic
вісник смерті-прайм (комплект),knell_prime_set
зневага бореаля,boreals_contempt
туга найри,niras_anguish
реліквія мезо a3,meso_a3_relic
реліквія аксі s9,axi_s9_relic
зневага амара,amars_contempt
бич-прайм: клинок,scourge_prime_blade
реліквія літ t8,lith_t8_relic
гарроу-прайм (кресленик),harrow_prime_blueprint
гарроу-прайм (комплект),harrow_prime_set
реліквія мезо g3,meso_g3_relic
реліквія мезо i2,meso_i2_relic
туга амара,amars_anguish
ненависть найри,niras_hatred
вісник смерті-прайм: ствол,knell_prime_barrel
реліквія аксі t8,axi_t8_relic
реліквія літ h3,lith_h3_relic
реліквія аксі c7,axi_c7_relic
гарроу-прайм: нейроптика (кресленик),harrow_prime_neuroptics_blueprint
бич-прайм: ствол,scourge_prime_barrel
вісник смерті-прайм (кресленик),knell_prime_blueprint
ненависть бореаля,boreals_hatred
реліквія літ s11,lith_s11_relic
реліквія нео k4,neo_k4_relic
реліквія нео n18,neo_n18_relic
ненависть амара,amars_hatred
реліквія літ t9,lith_t9_relic
туга бореаля,boreals_anguish
гарроу-прайм: каркас (кресленик),harrow_prime_chassis_blueprint
бич-прайм (комплект),scourge_prime_set
зневага найри,niras_contempt
реліквія аксі k6,axi_k6_relic
гарроу-прайм: системи (кресленик),harrow_prime_systems_blueprint
реліквія літ c9,lith_c9_relic
бич-прайм: руків’я,scourge_prime_handle
вісник смерті-прайм: ствольна коробка,knell_prime_receiver
бич-прайм (кресленик),scourge_prime_blueprint
реліквія мезо s11,meso_s11_relic
передавання тепла,thermal_transfer
реліквія нео p4,neo_p4_relic
гурман,gourmand
панорама: тронна зала на «праґасі»,praghasa_throne_room_scene
хірургічні леза,surging_blades
кусючий мороз,biting_frost
реліквія літ n10,lith_n10_relic
праймована мутація в набої до снайперської гвинтівки,primed_sniper_ammo_mutation
ґаруда-прайм: каркас (кресленик),garuda_prime_chassis_blueprint
