ru,slug
нагрудник: лока,lokan_chest_piece
наголенники: гексис,hexis_spurs
жест: цефалон суда - инженерия,cephalon_suda_engineering_emote
набор брони: гексис,hexis_armor_set
жест: арбитры - артиллерия,arbiters_gunnery_emote
жест: новая лока - выносливость,new_loka_endurance_emote
жест: арбитры - выносливость,arbiters_endurance_emote
вторичный выстрел в голову,secondary_deadhead
жест: стальной меридиан - артиллерия,steel_meridian_gunnery_emote
наголенники: острон,ostron_leg_guards
наголенники: меридиан,meridian_leg_spurs
наплечники: острон,ostron_arm_guards
жест: цефалон суда - бой,cephalon_suda_combat_emote
жест: красная вуаль - пилотирование,red_veil_piloting_emote
основной выстрел в голову,primary_deadhead
набор брони: красная вуаль,red_veil_armor_set
основная ловкость,primary_dexterity
амбассадор: ствол,ambassador_barrel
амбассадор: комплект,ambassador_set
амбассадор: приёмник,ambassador_receiver
амбассадор: приклад,ambassador_stock
амбассадор (чертеж),ambassador_blueprint
нидус прайм (чертеж),nidus_prime_blueprint
реликвия мезо b5,meso_b5_relic
реликвия нео n17,neo_n17_relic
стран прайм: комплект,strun_prime_set
реликвия мезо s10,meso_s10_relic
реликвия лит k7,lith_k7_relic
реликвия лит n8,lith_n8_relic
реликвия нео p3,neo_p3_relic
магнус прайм: комплект,magnus_prime_set
искажение магазина прайм,primed_magazine_warp
реликвия акси m2,axi_m2_relic
нидус прайм: комплект,nidus_prime_set
стран прайм (чертеж),strun_prime_blueprint
реликвия акси i2,axi_i2_relic
потеха мясника,butchers_revelry
магнус прайм (чертеж),magnus_prime_blueprint
реликвия лит n7,lith_n7_relic
стран прайм: приёмник,strun_prime_receiver
реликвия мезо b6,meso_b6_relic
реликвия нео t5,neo_t5_relic
стран прайм: ствол,strun_prime_barrel
нидус прайм: система (чертеж),nidus_prime_systems_blueprint
стран прайм: приклад,strun_prime_stock
реликвия лит t7,lith_t7_relic
реликвия акси a14,axi_a14_relic
нидус прайм: нейрооптика (чертеж),nidus_prime_neuroptics_blueprint
нидус прайм: каркас (чертеж),nidus_prime_chassis_blueprint
магнус прайм: приёмник,magnus_prime_receiver
магнус прайм: ствол,magnus_prime_barrel
реликвия нео n16,neo_n16_relic
пила упыря: лезвие,ghoulsaw_blade_blueprint
пила упыря: рукоять,ghoulsaw_grip_blueprint
пила упыря: двигатель,ghoulsaw_engine_blueprint
пила упыря: комплект,ghoulsaw_set
пила упыря: каркас,ghoulsaw_chassis_blueprint
пила упыря (чертеж),ghoulsaw_blueprint
патронташ прайм,primed_ammo_stock
вастилок,vastilok
вампирическая хватка,vampiric_grasp
благословение чемпиона,champions_blessing
реликвия лит l3,lith_l3_relic
молниеносный укус,swift_bite
реликвия мезо b7,meso_b7_relic
реликвия мезо p6,meso_p6_relic
реликвия нео a6,neo_a6_relic
реликвия нео h3,neo_h3_relic
реликвия лит r1,lith_r1_relic
неумолимая потеря,the_relentless_lost
реликвия лит k8,lith_k8_relic
реликвия нео d4,neo_d4_relic
реликвия акси d3,axi_d3_relic
реликвия акси m3,axi_m3_relic
реликвия лит n9,lith_n9_relic
реликвия акси p4,axi_p4_relic
предвестник прайм: комплект,knell_prime_set
презрение бореаля,boreals_contempt
мучения ниры,niras_anguish
реликвия мезо a3,meso_a3_relic
реликвия акси s9,axi_s9_relic
презрение амара,amars_contempt
кара прайм: лезвие,scourge_prime_blade
реликвия лит t8,lith_t8_relic
харроу прайм (чертеж),harrow_prime_blueprint
харроу прайм: комплект,harrow_prime_set
реликвия мезо g3,meso_g3_relic
реликвия мезо i2,meso_i2_relic
мучения амара,amars_anguish
ненависть ниры,niras_hatred
предвестник прайм: ствол,knell_prime_barrel
реликвия акси t8,axi_t8_relic
реликвия лит h3,lith_h3_relic
реликвия акси c7,axi_c7_relic
харроу прайм: нейрооптика (чертеж),harrow_prime_neuroptics_blueprint
кара прайм: ствол,scourge_prime_barrel
предвестник прайм (чертеж),knell_prime_blueprint
ненависть бореаля,boreals_hatred
реликвия лит s11,lith_s11_relic
реликвия нео k4,neo_k4_relic
реликвия нео n18,neo_n18_relic
ненависть амара,amars_hatred
реликвия лит t9,lith_t9_relic
мучения бореаля,boreals_anguish
харроу прайм: каркас (чертеж),harrow_prime_chassis_blueprint
кара прайм: комплект,scourge_prime_set
презрение ниры,niras_contempt
реликвия акси k6,axi_k6_relic
харроу прайм: система (чертеж),harrow_prime_systems_blueprint
реликвия лит c9,lith_c9_relic
кара прайм: рукоять,scourge_prime_handle
предвестник прайм: приёмник,knell_prime_receiver
кара прайм (чертеж),scourge_prime_blueprint
реликвия мезо s11,meso_s11_relic
термоперенос,thermal_transfer
реликвия нео p4,neo_p4_relic
гурман,gourmand
сцена: тронный зал прагаса,praghasa_throne_room_scene
вздымающиеся клинки,surging_blades
кусачий мороз,biting_frost
реликвия лит n10,lith_n10_relic
мутатор прайм: снайперская винтовка,primed_sniper_ammo_mutation
гаруда прайм: каркас (чертеж),garuda_prime_chassis_blueprint
корвас прайм: комплект,corvas_prime_set
реликвия лит n11,lith_n11_relic
нагантака прайм: комплект,nagantaka_prime_set
реликвия акси k7,axi_k7_relic
реликвия лит s12,lith_s12_relic
корвас прайм: ствол,corvas_prime_barrel
корвас прайм (чертеж),corvas_prime_blueprint
нагантака прайм: приёмник,nagantaka_prime_receiver
нагантака прайм (чертеж),nagantaka_prime_blueprint
реликвия лит h4,lith_h4_relic
корвас прайм: приклад,corvas_prime_stock
нагантака прайм: приклад,nagantaka_prime_stock
гаруда прайм: система (чертеж),garuda_prime_systems_blueprint
реликвия мезо g4,meso_g4_relic
реликвия акси s11,axi_s11_relic
реликвия лит z3,lith_z3_relic
корвас прайм: приёмник,corvas_prime_receiver
реликвия акси s10,axi_s10_relic
реликвия лит g5,lith_g5_relic
реликвия мезо p7,meso_p7_relic
реликвия лит n12,lith_n12_relic
нагантака прайм: ствол,nagantaka_prime_barrel
гаруда прайм: комплект,garuda_prime_set
реликвия нео n20,neo_n20_relic
гаруда прайм: нейрооптика (чертеж),garuda_prime_neuroptics_blueprint
реликвия мезо n12,meso_n12_relic
реликвия акси g7,axi_g7_relic
реликвия нео c2,neo_c2_relic
реликвия нео m4,neo_m4_relic
гаруда прайм (чертеж),garuda_prime_blueprint
сцена: хризалит заримана,zariman_chrysalith_scene
сцена: реликварный привод заримана,zariman_reliquary_drive_scene
сцена: поле лунаро заримана,zariman_lunaro_court_scene
чрезвычайное рассеяние,emergence_dissipate
линька: напористость,molt_vigor
штормовой рассвет,galeforce_dawn
сцена: грузовой отсек заримана,zariman_cargo_bay_scene
сцена: школьный двор заримана,zariman_schoolyard_scene
сцена: ангельское место заримана,zariman_angel_roost_scene
сцена: уровни тишины заримана,zariman_serenity_levels_scene
чрезвычайное восстановление,emergence_renewed
